,Cluster,Day_of_week,Name_of_the_Base,Type_of_tasking,Tasking_location,Region,Time_of_day,MonthYear,Tasking_complnotcompl
239,0,Wednesday,Sumburgh,Rescue/Recovery,Maritime,North Eastern Scotland,6:00pm - 8:59pm,06/2015,Yes
240,0,Wednesday,Inverness,Search Only,Land,Highlands and Islands,3:00pm - 5:59pm,06/2015,Yes
241,0,Wednesday,Stornoway,Rescue/Recovery,Maritime,Highlands and Islands,3:00pm - 5:59pm,06/2015,Yes
242,0,Thursday,Humberside,Aborted/Not Required,Coast,North East,12:00pm - 2:59pm,06/2015,No
243,0,Thursday,Lee On Solent,Pre-arranged Transfer,Land,South East,9:00pm - 11:59pm,06/2015,Yes
244,0,Friday,Lee On Solent,Search Only,Land,South East,9:00pm - 11:59pm,06/2015,Yes
245,0,Friday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,3:00pm - 5:59pm,06/2015,Yes
246,0,Friday,Inverness,Search Only,Land,Highlands and Islands,12:00pm - 2:59pm,06/2015,Yes
247,0,Friday,Portland,Aborted/Not Required,Land,South West,12:00pm - 2:59pm,06/2015,No
248,1,Saturday,Portland,Rescue/Recovery,Maritime,South West,3:00pm - 5:59pm,06/2015,Yes
249,0,Saturday,Inverness,Rescue/Recovery,Land,Eastern Scotland,9:00am - 11:59am,06/2015,Yes
250,1,Saturday,Inverness,Rescue/Recovery,Land,Eastern Scotland,3:00pm - 5:59pm,06/2015,Yes
251,0,Saturday,Sumburgh,Aborted/Not Required,Land,Highlands and Islands,9:00pm - 11:59pm,06/2015,No
252,0,Saturday,Lee On Solent,Pre-arranged Transfer,Land,South East,6:00pm - 8:59pm,06/2015,Yes
253,0,Saturday,Lee On Solent,Pre-arranged Transfer,Land,South East,6:00pm - 8:59pm,06/2015,Yes
254,0,Saturday,Lee On Solent,Aborted/Not Required,Land,South East,6.00am - 8.59am,06/2015,No
255,0,Saturday,Lee On Solent,Pre-arranged Transfer,Land,South East,12:00pm - 2:59pm,06/2015,Yes
256,0,Saturday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,3:00am - 5:59am,06/2015,Yes
257,0,Saturday,Stornoway,Support,Land,Highlands and Islands,6:00pm - 8:59pm,06/2015,Yes
258,0,Sunday,Lee On Solent,Rescue/Recovery,Coast,South East,12:00pm - 2:59pm,06/2015,Yes
259,0,Sunday,Inverness,Aborted/Not Required,Land,North Eastern Scotland,9:00am - 11:59am,06/2015,No
260,0,Sunday,Inverness,Rescue/Recovery,Maritime,North Eastern Scotland,6:00pm - 8:59pm,06/2015,Yes
261,0,Monday,Inverness,Rescue/Recovery,Land,Eastern Scotland,12:00pm - 2:59pm,06/2015,Yes
262,0,Monday,Lee On Solent,Search Only,Maritime,South East,12:00pm - 2:59pm,06/2015,Yes
263,0,Monday,Humberside,Rescue/Recovery,Maritime,East of England,12:00pm - 2:59pm,06/2015,Yes
264,0,Tuesday,Inverness,Rescue/Recovery,Land,North Eastern Scotland,9:00am - 11:59am,06/2015,Yes
265,0,Tuesday,Portland,Aborted/Not Required,Coast,Wales,12:00pm - 2:59pm,06/2015,No
266,1,Tuesday,Portland,Search Only,Coast,South West,3:00pm - 5:59pm,06/2015,Yes
267,0,Tuesday,Portland,Aborted/Not Required,Land,Wales,12:00pm - 2:59pm,06/2015,No
268,0,Wednesday,Inverness,Support,Land,North Eastern Scotland,9:00pm - 11:59pm,06/2015,Yes
269,1,Wednesday,Lee On Solent,Aborted/Not Required,Coast,South East,3:00pm - 5:59pm,06/2015,No
270,1,Wednesday,Lee On Solent,Rescue/Recovery,Coast,South West,6:00pm - 8:59pm,06/2015,Yes
271,0,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,12:00pm - 2:59pm,06/2015,Yes
272,1,Thursday,Lee On Solent,Rescue/Recovery,Coast,South East,9:00am - 11:59am,06/2015,Yes
273,0,Thursday,Lee On Solent,Pre-arranged Transfer,Land,South East,12:00pm - 2:59pm,06/2015,Yes
274,0,Thursday,Stornoway,Aborted/Not Required,Maritime,Highlands and Islands,9:00am - 11:59am,06/2015,Yes
275,0,Thursday,Stornoway,Pre-arranged Transfer,Land,Highlands and Islands,9:00pm - 11:59pm,06/2015,Yes
276,1,Friday,Lee On Solent,Rescue/Recovery,Coast,South East,3:00pm - 5:59pm,06/2015,Yes
277,0,Friday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00am - 2:59am,06/2015,Yes
278,0,Friday,Inverness,Rescue/Recovery,Land,Eastern Scotland,9:00am - 11:59am,06/2015,Yes
279,1,Saturday,Inverness,Support,Coast,Highlands and Islands,9:00pm - 11:59pm,06/2015,Yes
280,0,Saturday,Inverness,Rescue/Recovery,Coast,Highlands and Islands,12:00pm - 2:59pm,06/2015,Yes
281,0,Saturday,Lee On Solent,Aborted/Not Required,Land,South East,6:00pm - 8:59pm,06/2015,No
282,0,Saturday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,12:00pm - 2:59pm,06/2015,Yes
283,1,Saturday,Sumburgh,Pre-arranged Transfer,Coast,Highlands and Islands,9:00pm - 11:59pm,06/2015,Yes
284,0,Saturday,Humberside,Search Only,Land,East Midlands,6:00pm - 8:59pm,06/2015,Yes
285,1,Sunday,Lee On Solent,Rescue/Recovery,Coast,South West,6:00pm - 8:59pm,06/2015,Yes
286,0,Monday,Inverness,Aborted/Not Required,Land,Highlands and Islands,3:00pm - 5:59pm,06/2015,No
287,0,Monday,Inverness,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,06/2015,Yes
288,0,Tuesday,Inverness,Search Only,Maritime,North Eastern Scotland,9:00am - 11:59am,06/2015,Yes
289,0,Tuesday,Humberside,Support,Maritime,Yorkshire and the Humber,3:00am - 5:59am,06/2015,Yes
290,0,Tuesday,Humberside,Aborted/Not Required,Land,East Midlands,9:00am - 11:59am,06/2015,No
291,0,Tuesday,Humberside,Support,Maritime,North East,12:00pm - 2:59pm,06/2015,Yes
292,0,Tuesday,Lee On Solent,Rescue/Recovery,Coast,South East,12:00pm - 2:59pm,06/2015,No
293,1,Tuesday,Lee On Solent,Rescue/Recovery,Coast,South East,3:00pm - 5:59pm,06/2015,Yes
294,1,Tuesday,Lee On Solent,Rescue/Recovery,Coast,South East,3:00pm - 5:59pm,06/2015,Yes
295,0,Tuesday,Lee On Solent,Pre-arranged Transfer,Land,South East,6:00pm - 8:59pm,06/2015,Yes
296,1,Wednesday,Lee On Solent,Search Only,Coast,South West,9:00pm - 11:59pm,06/2015,Yes
297,0,Wednesday,Stornoway,Aborted/Not Required,Maritime,Highlands and Islands,6.00am - 8.59am,06/2015,No
298,0,Thursday,Humberside,Aborted/Not Required,Maritime,East of England,9:00pm - 11:59pm,06/2015,No
299,0,Thursday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,9:00am - 11:59am,06/2015,Yes
300,0,Thursday,Lee On Solent,Aborted/Not Required,Land,South East,6:00pm - 8:59pm,06/2015,No
301,0,Friday,Humberside,Rescue/Recovery,Maritime,East of England,9:00am - 11:59am,06/2015,Yes
302,0,Friday,Inverness,Search Only,Land,Highlands and Islands,3:00pm - 5:59pm,06/2015,Yes
303,0,Friday,Inverness,Search Only,Land,North Eastern Scotland,6:00pm - 8:59pm,06/2015,Yes
304,0,Saturday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,06/2015,Yes
305,0,Saturday,Inverness,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,06/2015,Yes
306,1,Saturday,Humberside,Rescue/Recovery,Land,Yorkshire and the Humber,3:00pm - 5:59pm,06/2015,Yes
307,0,Saturday,Humberside,Aborted/Not Required,Land,North West,6:00pm - 8:59pm,06/2015,No
308,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South East,9:00am - 11:59am,06/2015,No
309,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South East,9:00am - 11:59am,06/2015,Yes
310,1,Saturday,Lee On Solent,Support,Coast,South East,12:00pm - 2:59pm,06/2015,Yes
311,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South East,3:00pm - 5:59pm,06/2015,Yes
312,0,Saturday,Lee On Solent,Pre-arranged Transfer,Land,South East,9:00pm - 11:59pm,06/2015,Yes
313,1,Saturday,Portland,Rescue/Recovery,Coast,South West,9:00am - 11:59am,06/2015,Yes
314,1,Saturday,Portland,Rescue/Recovery,Coast,South East,9:00am - 11:59am,06/2015,Yes
315,0,Sunday,Portland,Pre-arranged Transfer,Land,South West,12:00pm - 2:59pm,06/2015,Yes
316,1,Sunday,Lee On Solent,Aborted/Not Required,Coast,South East,3:00pm - 5:59pm,06/2015,No
317,0,Sunday,Lee On Solent,Pre-arranged Transfer,Land,South East,9:00pm - 11:59pm,06/2015,Yes
318,0,Tuesday,Sumburgh,Rescue/Recovery,Coast,Highlands and Islands,9:00am - 11:59am,06/2015,Yes
319,0,Tuesday,Sumburgh,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,06/2015,Yes
320,0,Tuesday,Stornoway,Support,Coast,Highlands and Islands,6.00am - 8.59am,06/2015,Yes
321,0,Tuesday,Stornoway,Rescue/Recovery,Coast,Highlands and Islands,12:00pm - 2:59pm,06/2015,Yes
322,0,Tuesday,Stornoway,Aborted/Not Required,Land,Highlands and Islands,6:00pm - 8:59pm,06/2015,No
323,0,Tuesday,Stornoway,Aborted/Not Required,Coast,Highlands and Islands,9:00pm - 11:59pm,06/2015,Yes
324,0,Tuesday,Stornoway,Search Only,Land,Highlands and Islands,9:00pm - 11:59pm,06/2015,Yes
325,0,Wednesday,Stornoway,Search Only,Land,Highlands and Islands,3:00am - 5:59am,07/2015,Yes
326,0,Wednesday,Inverness,Rescue/Recovery,Maritime,North Eastern Scotland,6:00pm - 8:59pm,07/2015,Yes
327,0,Wednesday,Inverness,Support,Land,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
328,0,Wednesday,Lee On Solent,Search Only,Land,South East,9:00am - 11:59am,07/2015,Yes
329,0,Wednesday,Stornoway,Search Only,Land,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
330,0,Wednesday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,07/2015,Yes
331,1,Thursday,Lee On Solent,Aborted/Not Required,Coast,South East,9:00am - 11:59am,07/2015,No
332,0,Thursday,Lee On Solent,Rescue/Recovery,Coast,South East,12:00pm - 2:59pm,07/2015,Yes
333,0,Thursday,Inverness,Rescue/Recovery,Maritime,North Eastern Scotland,12:00pm - 2:59pm,07/2015,Yes
334,1,Friday,Humberside,Aborted/Not Required,Coast,East of England,3:00pm - 5:59pm,07/2015,No
335,0,Friday,Lee On Solent,Pre-arranged Transfer,Land,South East,3:00pm - 5:59pm,07/2015,Yes
336,1,Friday,Lee On Solent,Support,Maritime,South West,9:00pm - 11:59pm,07/2015,Yes
337,0,Friday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
338,0,Friday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,9:00pm - 11:59pm,07/2015,Yes
339,0,Friday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,07/2015,Yes
340,1,Friday,Portland,Rescue/Recovery,Coast,South West,6:00pm - 8:59pm,07/2015,Yes
341,0,Saturday,Portland,Search Only,Land,South West,12:00pm - 2:59pm,07/2015,Yes
342,1,Saturday,Caernarfon,Aborted/Not Required,Coast,South Western Scotland,12:00pm - 2:59pm,07/2015,No
343,1,Saturday,Caernarfon,Support,Coast,Wales,12:00pm - 2:59pm,07/2015,Yes
344,1,Saturday,Caernarfon,Rescue/Recovery,Coast,Wales,12:00pm - 2:59pm,07/2015,Yes
345,1,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,07/2015,Yes
346,1,Saturday,Caernarfon,Aborted/Not Required,Coast,Wales,6:00pm - 8:59pm,07/2015,No
347,1,Saturday,Lee On Solent,Aborted/Not Required,Coast,South East,3:00pm - 5:59pm,07/2015,No
348,0,Saturday,Inverness,Support,Land,Highlands and Islands,6:00pm - 8:59pm,07/2015,Yes
349,0,Saturday,Inverness,Rescue/Recovery,Land,Highlands and Islands,9:00pm - 11:59pm,07/2015,Yes
350,0,Sunday,Inverness,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,07/2015,Yes
351,0,Sunday,Lee On Solent,Pre-arranged Transfer,Land,South East,12:00pm - 2:59pm,07/2015,Yes
352,0,Sunday,Sumburgh,Rescue/Recovery,Land,Highlands and Islands,9:00am - 11:59am,07/2015,Yes
353,0,Sunday,Sumburgh,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,07/2015,Yes
354,0,Sunday,Caernarfon,Rescue/Recovery,Land,Wales,6.00am - 8.59am,07/2015,Yes
355,0,Sunday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,07/2015,Yes
356,0,Monday,Caernarfon,Aborted/Not Required,Land,Wales,9:00am - 11:59am,07/2015,Yes
357,0,Monday,Stornoway,Rescue/Recovery,Maritime,Highlands and Islands,9:00pm - 11:59pm,07/2015,Yes
358,0,Monday,Humberside,Pre-arranged Transfer,Land,East Midlands,12:00pm - 2:59pm,07/2015,Yes
359,0,Monday,Humberside,Rescue/Recovery,Land,East Midlands,3:00pm - 5:59pm,07/2015,Yes
360,0,Tuesday,Inverness,Search Only,Land,Highlands and Islands,9:00am - 11:59am,07/2015,Yes
361,0,Tuesday,Stornoway,Support,Coast,Highlands and Islands,9:00pm - 11:59pm,07/2015,Yes
362,0,Wednesday,Stornoway,Support,Land,Highlands and Islands,3:00pm - 5:59pm,07/2015,Yes
363,0,Wednesday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,07/2015,Yes
364,0,Wednesday,Lee On Solent,Aborted/Not Required,Land,South East,9:00am - 11:59am,07/2015,No
365,0,Wednesday,Caernarfon,Rescue/Recovery,Coast,Wales,12:00pm - 2:59pm,07/2015,Yes
366,0,Wednesday,Portland,Pre-arranged Transfer,Land,South East,9:00am - 11:59am,07/2015,Yes
367,0,Wednesday,Inverness,Search Only,Land,Highlands and Islands,6.00am - 8.59am,07/2015,Yes
368,0,Wednesday,Humberside,Rescue/Recovery,Land,East Midlands,3:00pm - 5:59pm,07/2015,Yes
369,0,Wednesday,Inverness,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,07/2015,Yes
370,0,Wednesday,Inverness,Search Only,Land,Eastern Scotland,9:00pm - 11:59pm,07/2015,Yes
371,1,Thursday,Portland,Aborted/Not Required,Coast,South West,12:00pm - 2:59pm,07/2015,No
372,0,Thursday,Stornoway,Aborted/Not Required,Coast,Highlands and Islands,9:00am - 11:59am,07/2015,No
373,0,Friday,Sumburgh,Rescue/Recovery,Maritime,Yorkshire and the Humber,12:00pm - 2:59pm,07/2015,Yes
374,0,Friday,Inverness,Aborted/Not Required,Land,North Eastern Scotland,6.00am - 8.59am,07/2015,No
375,0,Friday,Inverness,Rescue/Recovery,Maritime,North Eastern Scotland,6:00pm - 8:59pm,07/2015,Yes
376,0,Friday,Humberside,Rescue/Recovery,Maritime,East of England,9:00am - 11:59am,07/2015,Yes
377,0,Friday,Lee On Solent,Pre-arranged Transfer,Land,South East,9:00pm - 11:59pm,07/2015,Yes
378,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South East,12:00pm - 2:59pm,07/2015,Yes
379,1,Saturday,Humberside,Rescue/Recovery,Maritime,East of England,12:00am - 2:59am,07/2015,Yes
380,0,Saturday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,6.00am - 8.59am,07/2015,Yes
381,1,Saturday,Portland,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,07/2015,Yes
382,0,Saturday,Caernarfon,Search Only,Land,Wales,12:00am - 2:59am,07/2015,Yes
383,1,Saturday,Caernarfon,Support,Coast,North West,3:00pm - 5:59pm,07/2015,Yes
384,1,Saturday,Caernarfon,Aborted/Not Required,Coast,North West,6:00pm - 8:59pm,07/2015,No
385,0,Saturday,Caernarfon,Pre-arranged Transfer,Land,Wales,9:00pm - 11:59pm,07/2015,Yes
386,1,Sunday,Caernarfon,Rescue/Recovery,Coast,Wales,3:00pm - 5:59pm,07/2015,Yes
387,0,Sunday,Caernarfon,Rescue/Recovery,Land,Wales,6:00pm - 8:59pm,07/2015,Yes
388,0,Sunday,Portland,Rescue/Recovery,Land,South West,3:00pm - 5:59pm,07/2015,Yes
389,0,Sunday,Stornoway,Rescue/Recovery,Maritime,Highlands and Islands,3:00pm - 5:59pm,07/2015,Yes
390,0,Sunday,Humberside,Rescue/Recovery,Land,Yorkshire and the Humber,12:00pm - 2:59pm,07/2015,Yes
391,0,Sunday,Humberside,Aborted/Not Required,Land,East of England,6:00pm - 8:59pm,07/2015,No
392,0,Sunday,Inverness,Aborted/Not Required,Land,North Eastern Scotland,6:00pm - 8:59pm,07/2015,No
393,0,Monday,Lee On Solent,Rescue/Recovery,Maritime,South East,12:00pm - 2:59pm,07/2015,Yes
394,0,Monday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
395,1,Monday,Portland,Rescue/Recovery,Coast,South West,6:00pm - 8:59pm,07/2015,Yes
396,0,Tuesday,Stornoway,Search Only,Land,Highlands and Islands,9:00am - 11:59am,07/2015,Yes
397,0,Tuesday,Inverness,Rescue/Recovery,Land,Eastern Scotland,9:00am - 11:59am,07/2015,Yes
398,0,Wednesday,Inverness,Rescue/Recovery,Maritime,North Eastern Scotland,12:00pm - 2:59pm,07/2015,Yes
399,0,Wednesday,Lee On Solent,Search Only,Land,South East,12:00am - 2:59am,07/2015,Yes
400,0,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
401,1,Wednesday,Caernarfon,Search Only,Coast,Wales,3:00am - 5:59am,07/2015,Yes
402,1,Wednesday,Caernarfon,Search Only,Coast,Wales,9:00am - 11:59am,07/2015,Yes
403,0,Wednesday,Caernarfon,Search Only,Coast,Wales,12:00pm - 2:59pm,07/2015,Yes
404,0,Thursday,Lee On Solent,Support,Coast,South East,12:00pm - 2:59pm,07/2015,Yes
405,0,Friday,Lee On Solent,Pre-arranged Transfer,Land,South East,3:00pm - 5:59pm,07/2015,Yes
406,0,Friday,Lee On Solent,Pre-arranged Transfer,Land,South East,9:00pm - 11:59pm,07/2015,Yes
407,0,Friday,Inverness,Rescue/Recovery,Land,Highlands and Islands,9:00am - 11:59am,07/2015,Yes
408,0,Friday,Inverness,Rescue/Recovery,Land,North Eastern Scotland,12:00pm - 2:59pm,07/2015,Yes
409,0,Friday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,07/2015,Yes
410,0,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,07/2015,Yes
411,1,Saturday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,3:00pm - 5:59pm,07/2015,Yes
412,0,Saturday,Inverness,Rescue/Recovery,Land,Eastern Scotland,6:00pm - 8:59pm,07/2015,Yes
413,1,Saturday,Humberside,Search Only,Coast,Yorkshire and the Humber,12:00pm - 2:59pm,07/2015,Yes
414,0,Saturday,Lee On Solent,Pre-arranged Transfer,Land,South East,9:00am - 11:59am,07/2015,Yes
415,1,Saturday,Lee On Solent,Aborted/Not Required,Coast,South East,3:00pm - 5:59pm,07/2015,No
416,0,Sunday,Lee On Solent,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,07/2015,Yes
417,0,Sunday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
418,0,Sunday,Inverness,Aborted/Not Required,Land,Highlands and Islands,3:00pm - 5:59pm,07/2015,Yes
419,0,Sunday,Inverness,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,07/2015,Yes
420,0,Sunday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,07/2015,Yes
421,1,Sunday,Portland,Search Only,Coast,South West,9:00am - 11:59am,07/2015,Yes
422,0,Sunday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,07/2015,Yes
423,1,Monday,Caernarfon,Search Only,Coast,Wales,6:00pm - 8:59pm,07/2015,Yes
424,0,Monday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
425,0,Monday,Inverness,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,07/2015,Yes
426,1,Tuesday,Lee On Solent,Search Only,Maritime,South West,9:00pm - 11:59pm,07/2015,Yes
427,0,Tuesday,Caernarfon,Support,Coast,Wales,12:00pm - 2:59pm,07/2015,Yes
428,1,Tuesday,Caernarfon,Rescue/Recovery,Coast,Wales,6:00pm - 8:59pm,07/2015,Yes
429,0,Wednesday,Sumburgh,Aborted/Not Required,Coast,Highlands and Islands,6.00am - 8.59am,07/2015,No
430,0,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
431,0,Wednesday,Inverness,Rescue/Recovery,Coast,Highlands and Islands,6:00pm - 8:59pm,07/2015,Yes
432,0,Wednesday,Humberside,Rescue/Recovery,Land,Yorkshire and the Humber,9:00am - 11:59am,07/2015,Yes
433,0,Thursday,Lee On Solent,Rescue/Recovery,Coast,South East,12:00pm - 2:59pm,07/2015,Yes
434,0,Thursday,Lee On Solent,Pre-arranged Transfer,Land,South East,9:00pm - 11:59pm,07/2015,Yes
435,0,Thursday,Caernarfon,Support,Land,Wales,9:00am - 11:59am,07/2015,Yes
436,0,Thursday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,07/2015,Yes
437,1,Thursday,Caernarfon,Search Only,Coast,Wales,6:00pm - 8:59pm,07/2015,Yes
438,0,Friday,Sumburgh,Search Only,Coast,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
439,0,Friday,Lee On Solent,Rescue/Recovery,Maritime,South East,12:00pm - 2:59pm,07/2015,Yes
440,1,Saturday,Lee On Solent,Search Only,Coast,South East,9:00am - 11:59am,07/2015,Yes
441,0,Saturday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
442,0,Saturday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,9:00am - 11:59am,07/2015,Yes
443,1,Saturday,Inverness,Rescue/Recovery,Coast,Highlands and Islands,6:00pm - 8:59pm,07/2015,Yes
444,0,Saturday,Inverness,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,07/2015,Yes
445,0,Saturday,Inverness,Aborted/Not Required,Coast,Highlands and Islands,12:00pm - 2:59pm,07/2015,No
446,1,Saturday,Caernarfon,Rescue/Recovery,Coast,Wales,9:00am - 11:59am,07/2015,Yes
447,0,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,6:00pm - 8:59pm,07/2015,Yes
448,1,Saturday,Caernarfon,Search Only,Coast,Wales,9:00pm - 11:59pm,07/2015,Yes
449,1,Sunday,Caernarfon,Aborted/Not Required,Coast,Wales,3:00pm - 5:59pm,07/2015,No
450,0,Sunday,Lee On Solent,Pre-arranged Transfer,Land,South East,9:00am - 11:59am,07/2015,Yes
451,0,Sunday,Humberside,Rescue/Recovery,Maritime,Yorkshire and the Humber,6:00pm - 8:59pm,07/2015,Yes
452,0,Monday,Lee On Solent,Pre-arranged Transfer,Land,South East,9:00pm - 11:59pm,07/2015,Yes
453,0,Monday,Caernarfon,Support,Land,Wales,3:00am - 5:59am,07/2015,Yes
454,0,Monday,Caernarfon,Support,Land,Wales,3:00pm - 5:59pm,07/2015,Yes
455,0,Monday,Inverness,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,07/2015,Yes
456,0,Monday,Inverness,Aborted/Not Required,Land,Highlands and Islands,6:00pm - 8:59pm,07/2015,No
457,0,Monday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,07/2015,Yes
458,0,Monday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,6.00am - 8.59am,07/2015,Yes
459,0,Tuesday,Inverness,Search Only,Land,Highlands and Islands,6.00am - 8.59am,07/2015,Yes
460,0,Tuesday,Inverness,Rescue/Recovery,Maritime,North Eastern Scotland,12:00pm - 2:59pm,07/2015,Yes
461,0,Tuesday,Caernarfon,Support,Land,Wales,3:00am - 5:59am,07/2015,Yes
462,0,Tuesday,Caernarfon,Aborted/Not Required,Coast,Wales,12:00pm - 2:59pm,07/2015,No
463,0,Tuesday,Caernarfon,Aborted/Not Required,Land,Wales,12:00pm - 2:59pm,07/2015,No
464,1,Tuesday,Caernarfon,Aborted/Not Required,Coast,Wales,9:00pm - 11:59pm,07/2015,No
465,0,Tuesday,Lee On Solent,Pre-arranged Transfer,Land,South East,12:00am - 2:59am,07/2015,Yes
466,0,Tuesday,Lee On Solent,Rescue/Recovery,Coast,South East,12:00pm - 2:59pm,07/2015,Yes
467,0,Wednesday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,07/2015,No
468,0,Wednesday,Portland,Rescue/Recovery,Land,South West,6:00pm - 8:59pm,07/2015,Yes
469,0,Wednesday,Inverness,Pre-arranged Transfer,Land,Highlands and Islands,9:00pm - 11:59pm,07/2015,Yes
470,0,Wednesday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,07/2015,Yes
471,1,Wednesday,Caernarfon,Aborted/Not Required,Coast,Wales,6:00pm - 8:59pm,07/2015,Yes
472,0,Wednesday,Humberside,Pre-arranged Transfer,Land,South Western Scotland,12:00pm - 2:59pm,07/2015,Yes
473,0,Thursday,Humberside,Rescue/Recovery,Maritime,Yorkshire and the Humber,6:00pm - 8:59pm,07/2015,Yes
474,0,Thursday,Humberside,Rescue/Recovery,Land,Yorkshire and the Humber,9:00pm - 11:59pm,07/2015,Yes
475,1,Thursday,Caernarfon,Rescue/Recovery,Coast,Wales,9:00am - 11:59am,07/2015,Yes
476,0,Thursday,Caernarfon,Aborted/Not Required,Land,Wales,12:00pm - 2:59pm,07/2015,No
477,0,Thursday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,07/2015,Yes
478,0,Thursday,Inverness,Rescue/Recovery,Land,Eastern Scotland,12:00pm - 2:59pm,07/2015,Yes
479,0,Friday,Inverness,Aborted/Not Required,Coast,Highlands and Islands,9:00am - 11:59am,07/2015,No
480,0,Friday,Inverness,Search Only,Land,Highlands and Islands,12:00pm - 2:59pm,07/2015,No
481,0,Friday,Inverness,Rescue/Recovery,Coast,Highlands and Islands,12:00pm - 2:59pm,07/2015,Yes
